Country,Innings Player,Country Image,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
India,T Kumaran,https://cdn.britannica.com/97/1597-004-7C2918C6/Flag-India.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,11,,,,,,,,,,,,,,,,,,,
India,T Yohannan,https://cdn.britannica.com/97/1597-004-7C2918C6/Flag-India.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,
India,TAP Sekhar,https://cdn.britannica.com/97/1597-004-7C2918C6/Flag-India.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,TE Srinivasan,https://cdn.britannica.com/97/1597-004-7C2918C6/Flag-India.jpg,,,,,,,,,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,U Chatterjee,https://cdn.britannica.com/97/1597-004-7C2918C6/Flag-India.jpg,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
India,UT Yadav,https://cdn.britannica.com/97/1597-004-7C2918C6/Flag-India.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,17,6,1,17,6,27,2,0,
India,V Dahiya,https://cdn.britannica.com/97/1597-004-7C2918C6/Flag-India.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,75,,,,,,,,,,,,,,,,,,
India,V Kohli,https://cdn.britannica.com/97/1597-004-7C2918C6/Flag-India.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,325,995,1381,1026,1268,1054,623,739,1460,1202,1174
India,V Rathour,https://cdn.britannica.com/97/1597-004-7C2918C6/Flag-India.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,159,34,,,,,,,,,,,,,,,,,,,,,,
India,V Razdan,https://cdn.britannica.com/97/1597-004-7C2918C6/Flag-India.jpg,,,,,,,,,,,,,,,,,,,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,V Sehwag,https://cdn.britannica.com/97/1597-004-7C2918C6/Flag-India.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,439,1130,871,671,844,608,370,893,810,446,645,217,31,,,,,,
India,V Shankar,https://cdn.britannica.com/97/1597-004-7C2918C6/Flag-India.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223
India,V Yadav,https://cdn.britannica.com/97/1597-004-7C2918C6/Flag-India.jpg,,,,,,,,,,,,,,,,,,,,,,37,81,0,,,,,,,,,,,,,,,,,,,,,,,,,
India,VB Chandrasekhar,https://cdn.britannica.com/97/1597-004-7C2918C6/Flag-India.jpg,,,,,,,,,,,,,,,,,,73,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,VG Kambli,https://cdn.britannica.com/97/1597-004-7C2918C6/Flag-India.jpg,,,,,,,,,,,,,,,,,,,,,93,29,684,716,219,262,133,89,80,172,,,,,,,,,,,,,,,,,,,
India,VR Aaron,https://cdn.britannica.com/97/1597-004-7C2918C6/Flag-India.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,2,,,,,
India,VRV Singh,https://cdn.britannica.com/97/1597-004-7C2918C6/Flag-India.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,
India,VVS Laxman,https://cdn.britannica.com/97/1597-004-7C2918C6/Flag-India.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,24,541,613,232,837,29,0,,,,,,,,,,,,,
India,W Jaffer,https://cdn.britannica.com/97/1597-004-7C2918C6/Flag-India.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,
India,Washington Sundar,https://cdn.britannica.com/97/1597-004-7C2918C6/Flag-India.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,WP Saha,https://cdn.britannica.com/97/1597-004-7C2918C6/Flag-India.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,37,,,,,
India,WV Raman,https://cdn.britannica.com/97/1597-004-7C2918C6/Flag-India.jpg,,,,,,,,,,,,,,,,,,165,,143,0,210,70,,,29,,,,,,,,,,,,,,,,,,,,,,,
India,Y Venugopal Rao,https://cdn.britannica.com/97/1597-004-7C2918C6/Flag-India.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,82,,,,,,,,,,,,,
India,Yashpal Sharma,https://cdn.britannica.com/97/1597-004-7C2918C6/Flag-India.jpg,,,,,,,,11,,145,124,199,349,41,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,YK Pathan,https://cdn.britannica.com/97/1597-004-7C2918C6/Flag-India.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,151,281,282,,,,,,,,
India,YS Chahal,https://cdn.britannica.com/97/1597-004-7C2918C6/Flag-India.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,23
India,Yuvraj Singh,https://cdn.britannica.com/97/1597-004-7C2918C6/Flag-India.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,238,659,600,841,839,849,1195,893,783,349,453,2,276,,,,372,,
India,Z Khan,https://cdn.britannica.com/97/1597-004-7C2918C6/Flag-India.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,84,44,107,44,79,35,171,19,22,18,62,11,,,,,,,
Ireland,A Balbirnie,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,60,362,,306,489,567
Ireland,A van der Merwe,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,
Ireland,AC Botha,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,144,221,83,77,22,,,,,,,,
Ireland,AD Poynter,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,119,51,,,55,,,,,
Ireland,AR Cusack,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,147,44,197,209,29,0,10,56,,,,
Ireland,AR McBrine,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,106,23,66,18
Ireland,AR White,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,141,146,58,287,23,38,,7,,,,,
Ireland,BJ McCarthy,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,43,7,28
Ireland,CA Young,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,0,4,,
Ireland,D Langford-Smith,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,107,20,,,,,,,,,,,
Ireland,DI Joyce,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,,,,,,,,,,,,
Ireland,DT Johnston,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,308,44,41,147,93,23,75,,,,,,
Ireland,EC Joyce,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,158,317,25,467,366,239,273,
Ireland,EJ Richardson,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,
Ireland,EJG Morgan,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,450,51,144,,,,,,,,,,
Ireland,GC Wilson,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,140,137,317,301,45,61,65,349,114,215,217,98
Ireland,GE Kidd,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,
Ireland,GH Dockrell,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,55,12,8,19,80,30,195,24,143
Ireland,GJ McCarter,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Ireland,GJ Thompson,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
Ireland,J Anderson,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,111,,,
Ireland,J Cameron-Dow,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
Ireland,J Mulder,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,
Ireland,JA McCollum,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165
Ireland,JB Little,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
Ireland,JD Hall,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,
Ireland,JF Mooney,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,52,,93,374,115,44,28,123,103,,,,
Ireland,JNK Shannon,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
Ireland,JP Bray,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,371,,,,,,,,,,,,
Ireland,KED Carroll,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,
Ireland,KJ O'Brien,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,514,190,121,452,324,89,184,181,226,289,211,332,318
Ireland,LJ Tucker,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94
Ireland,MC Sorensen,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,42,22,6,,,
Ireland,MJ Fourie,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,19,,,,,,,,,,,
Ireland,MR Adair,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117
Ireland,NG Jones,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,5,,,,,,,,
Ireland,NJ O'Brien,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,418,205,107,109,274,17,254,45,440,10,328,289,
Ireland,PC Connell,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,2,,,,,,,,,
Ireland,PG Gillespie,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,
Ireland,PJK Mooney,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,,,,,,,,,,,,
Ireland,PKD Chase,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,4,
Ireland,PR Stirling,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,116,771,450,99,206,8,371,207,656,450,692
Ireland,PS Eaglestone,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,
Ireland,R Strydom,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,
Ireland,RD McCann,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,
Ireland,RK Whelan,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
Ireland,RM West,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,53,,,,,,,,,,
Ireland,RS Haire,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,
Ireland,SA Britton,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,SC Getkate,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
Ireland,Simi Singh,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,137,42
Ireland,SP Terry,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,
Ireland,SR Thompson,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,39,,59,,
Ireland,SW Poynter,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,109,46,0,15
Ireland,TJ Murtagh,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,33,12,21,36,31,13,27
Ireland,WB Rankin,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1,,9,9,1,,,,18,1,6,21
Ireland,WK McCallan,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,103,102,36,,,,,,,,,,
Ireland,WTS Porterfield,https://cdn.shopify.com/s/files/1/0707/3783/products/ireland-flag.jpg?v=1418057947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,555,122,414,221,355,26,308,62,338,168,644,450,315
New Zealand,AC Parore,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,,,,,,,,,,,,,,,,,,,,78,,728,305,627,250,472,348,168,229,109,,,,,,,,,,,,,,,,,
New Zealand,ADG Roberts,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,AF Milne,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,63,55,38,,
New Zealand,AH Jones,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,,,,,,,,,,,,,,,94,806,329,418,367,530,95,100,45,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,AJ McKay,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,2,,,,,,,
New Zealand,AJ Penn,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,15,,,,,,,,,,,,,,,,,,
New Zealand,AJ Redmond,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,16,,,,,,,,,
New Zealand,AM Ellis,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,22,,,,,,
New Zealand,AP Devcich,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,84,,18,,,
New Zealand,AR Adams,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,187,128,9,67,9,1,,,,,,,,,,,,
New Zealand,AR Tait,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,18,,,,,,,,,,,,,,,,,,,,
New Zealand,AW Mathieson,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
New Zealand,BA Edgar,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,,,,,,31,113,154,390,93,552,64,,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,BA Young,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,,,,,,,,,,,,,,,,,,92,30,,92,606,177,102,261,171,137,,,,,,,,,,,,,,,,,,,,
New Zealand,BB McCullum,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,270,244,409,194,799,618,750,324,470,416,420,183,764,119,,,
New Zealand,BE Congdon,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,5,131,101,47,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,BF Hastings,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,4,34,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,BG Hadlee,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,BGK Walker,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,34,,,,,,,,,,,,,,,,,
New Zealand,BJ Diamanti,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,
New Zealand,BJ McKechnie,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,,,28,8,,,17,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,BJ Watling,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,19,338,87,,,45,,,
New Zealand,BL Cairns,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,,30,10,55,,83,17,113,70,35,335,92,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,BM Wheeler,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,
New Zealand,BP Bracewell,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,BR Blair,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,,,,,,,,,,31,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,BR Hartland,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,,,,,,,,,,,,,,,,,,,,73,,238,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,BR Taylor,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,C de Grandhomme,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,29,149,178,241
New Zealand,C Munro,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,,77,170,279,254,324
New Zealand,C Pringle,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,,,,,,,,,,,,,,,,,,31,20,15,33,85,9,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,CD Cumming,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,80,23,,,,0,,,,,,,,,,
New Zealand,CD McMillan,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,272,467,325,361,666,851,273,484,449,2,557,,,,,,,,,,,,
New Zealand,CE Bulfin,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/2000px-Flag_of_New_Zealand.svg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,
